Student ID,student_name,gender,year,school_name,reading_score,maths_score
180,Kimberly Martinez,F,11,Huang High School,71,50
181,Matthew Anderson,M,11,Huang High School,97,63
182,Kari Miller,F,9,Huang High School,81,96
183,Jenna Luna,F,9,Huang High School,99,94
184,Justin Contreras,M,12,Huang High School,57,54
185,Mary Fox,F,11,Huang High School,85,85
186,Joseph Perkins,M,10,Huang High School,94,62
187,Kelly Phillips,F,12,Huang High School,50,49
188,Justin Thornton,M,11,Huang High School,40,67
189,Joshua Barber,M,10,Huang High School,73,47
190,Travis Jackson,M,11,Huang High School,71,77
191,Jordan Beasley,F,10,Huang High School,48,48
192,Kevin Allen,M,12,Huang High School,88,81
193,Victoria Harris,F,11,Huang High School,86,48
194,Victoria Joseph,F,12,Huang High School,64,59
195,Brandy Marshall,F,11,Huang High School,52,39
196,Ryan Jimenez,M,11,Huang High School,94,79
197,Michael Chan,M,9,Huang High School,74,47
198,Christopher Phillips,M,9,Huang High School,96,96
199,Kevin Murphy,M,10,Huang High School,74,45
200,Vanessa Harper,F,12,Huang High School,47,61
201,James Ferguson,M,9,Huang High School,44,76
202,Carol Schroeder,F,12,Huang High School,44,63
203,Jerry Phillips,M,10,Huang High School,70,45
204,Kristin Wade,F,9,Huang High School,87,55
205,Jessica Warner,F,11,Huang High School,83,94
206,Dorothy Burke,F,11,Huang High School,92,87
207,Bethany Walter,F,9,Huang High School,63,67
208,Melissa Avery,F,9,Huang High School,59,50
209,Daniel Sutton,M,11,Huang High School,92,85
210,Ryan Johnson,M,9,Huang High School,42,77
211,Timothy Quinn,M,10,Huang High School,41,40
212,Zachary Allen,M,10,Huang High School,97,53
213,Lauren Schmitt,F,12,Huang High School,64,99
214,Stephanie Armstrong,F,11,Huang High School,80,87
215,Ruben Rivera,M,9,Huang High School,85,56
216,Patricia Petty,F,12,Huang High School,99,59
217,Joseph Jacobs,M,11,Huang High School,42,66
218,Bianca Wilson,F,11,Huang High School,93,39
219,Donald Perez,M,9,Huang High School,78,50
220,Curtis Gomez,M,9,Huang High School,85,51
221,Courtney Brown,F,9,Huang High School,79,91
222,Nicole Randall,F,9,Huang High School,48,44
223,Steven Lambert,M,11,Huang High School,85,91
224,Anthony Alvarez,M,10,Huang High School,79,53
225,Shawn Farrell,M,10,Huang High School,42,42
226,Jesus Schmidt,M,9,Huang High School,92,61
227,Laura Wright,F,12,Huang High School,90,60
228,Steven Smith,M,11,Huang High School,50,78
229,Norman Thompson,M,9,Huang High School,77,41
230,Anthony Wright,M,10,Huang High School,53,82
231,Kayla Watts,F,11,Huang High School,63,82
232,Aimee Johnson,F,9,Huang High School,81,71
233,Heidi Scott,F,12,Huang High School,80,53
234,Anthony Williams,M,10,Huang High School,93,85
235,Sarah Hill,F,12,Huang High School,41,57
236,Kim Wang,F,9,Huang High School,84,85
237,Beth Manning,F,11,Huang High School,99,61
238,Ryan Hanson,M,12,Huang High School,40,98
239,James Wood,M,9,Huang High School,95,40
240,Corey Greene,M,10,Huang High School,75,55
241,John Carter,M,11,Huang High School,85,54
242,Beth Garza,F,11,Huang High School,73,69
243,Karen Jones,F,9,Huang High School,41,63
244,Stephanie Poole,F,10,Huang High School,74,97
245,Lisa Brown,F,9,Huang High School,91,60
246,Paul Scott,M,10,Huang High School,62,97
247,Evelyn Buck,F,10,Huang High School,60,73
248,Terry Harrell,M,9,Huang High School,69,76
249,Leah Skinner,F,11,Huang High School,61,45
250,Anthony Mercado,M,11,Huang High School,80,97
251,Walter Kelly,M,9,Huang High School,52,82
252,Lori Evans,F,10,Huang High School,75,66
253,Ashley Jones,F,12,Huang High School,43,45
254,Amber Soto,F,9,Huang High School,96,66
255,Patrick Phillips,M,10,Huang High School,66,85
256,Linda Curry,F,11,Huang High School,86,90
257,Alexander Obrien,M,10,Huang High School,70,63
258,Vincent Garza,M,10,Huang High School,69,48
259,Terry Marsh,M,11,Huang High School,69,76
260,Angela Perkins DVM,F,11,Huang High School,51,90
261,Peter Hampton,M,9,Huang High School,62,68
262,David Cross,M,11,Huang High School,90,71
263,Clinton Ortega,M,10,Huang High School,56,59
264,Jamie Escobar,F,10,Huang High School,88,57
265,Sandra Mason,F,12,Huang High School,43,50
266,Craig Cole,M,12,Huang High School,56,54
267,Lisa Warren,F,12,Huang High School,85,93
268,Maria Howard,F,9,Huang High School,77,98
269,Michael Porter,M,11,Huang High School,62,87
270,John Turner,M,11,Huang High School,39,74
271,Timothy Wang,M,12,Huang High School,64,93
272,Amanda Taylor,F,9,Huang High School,99,53
273,Karen Mckenzie,F,9,Huang High School,79,91
274,Brandon Miles,M,11,Huang High School,80,96
275,Christina Whitaker,F,12,Huang High School,64,61
276,Nicole Peterson,F,9,Huang High School,40,66
277,Ashley Moore,F,9,Huang High School,93,82
278,Todd Carrillo,M,10,Huang High School,76,82
279,Robert Williams,M,10,Huang High School,72,73
280,Ashley Jones,F,9,Huang High School,46,55
281,Vanessa Parker,F,9,Huang High School,39,91
282,Robert Carlson,M,12,Huang High School,55,43
283,Jared Lewis,M,10,Huang High School,52,48
284,Christopher Hernandez,M,10,Huang High School,73,51
285,Kimberly Harris,F,9,Huang High School,84,88
286,Katrina Hill,F,10,Huang High School,67,92
287,Heather Lee,F,9,Huang High School,89,87
288,Donald Harmon,M,11,Huang High School,77,81
289,Elizabeth Sanders,F,10,Huang High School,56,85
290,Richard Ramsey,M,12,Huang High School,79,87
291,Carmen Johnson,F,12,Huang High School,50,63
292,Elaine Osborne,F,10,Huang High School,43,92
293,Kent Burns,M,9,Huang High School,81,86
294,Meagan Smith,F,11,Huang High School,39,66
295,Craig Hahn,M,9,Huang High School,50,73
296,Jeremy Wu,M,11,Huang High School,42,94
297,Aaron Rodriguez,M,11,Huang High School,77,83
298,Matthew Taylor,M,10,Huang High School,46,48
299,Diana Evans,F,11,Huang High School,78,82
300,Michele Pearson,F,12,Huang High School,54,83
301,Erik Wagner,M,12,Huang High School,65,89
302,Maria Welch,F,12,Huang High School,67,55
303,Debra Martin,F,12,Huang High School,86,69
304,Devon Conner,M,9,Huang High School,69,96
305,Christine Patel,F,9,Huang High School,96,95
306,David Lopez,M,9,Huang High School,49,81
307,Nathan Baird,M,11,Huang High School,87,43
308,Samuel Castillo,M,11,Huang High School,93,86
309,Rebecca Payne,F,11,Huang High School,63,91
310,Carl Johnson,M,10,Huang High School,64,56
311,William Adams,M,12,Huang High School,94,45
312,Paula Harrison,F,11,Huang High School,65,57
313,Wayne Atkinson,M,11,Huang High School,93,55
314,Lindsay Frank,F,9,Huang High School,55,73
315,Jose Garcia,M,10,Huang High School,94,88
316,Andrew Gaines,M,12,Huang High School,73,71
317,Rachael Liu,F,10,Huang High School,41,40
318,Donald Lewis,M,11,Huang High School,67,62
319,Shane Edwards,M,9,Huang High School,73,70
320,Todd Levy,M,12,Huang High School,90,62
321,Joanna Moore,F,10,Huang High School,71,64
322,Michael Lewis,M,9,Huang High School,40,44
323,James Robinson,M,9,Huang High School,60,86
324,Jeffrey Arellano,M,9,Huang High School,80,65
325,Heather Allen MD,F,11,Huang High School,95,43
326,Lori Villarreal,F,9,Huang High School,60,93
327,Robert Harper,M,12,Huang High School,62,54
328,Karen Villegas,F,9,Huang High School,71,80
329,Tracey Crane,F,9,Huang High School,91,87
330,Elizabeth Allen,F,9,Huang High School,50,69
331,Jorge Lynn,M,11,Huang High School,76,48
332,Harold Gordon,M,11,Huang High School,96,83
333,Nicholas Mcclain,M,9,Huang High School,46,47
334,Tanya Harris,F,11,Huang High School,47,99
335,Amy Smith,F,12,Huang High School,51,79
336,Kathy Morse,F,11,Huang High School,61,44
337,Andrea Wood,F,10,Huang High School,49,54
338,Maureen Massey,F,9,Huang High School,83,62
339,Daniel Smith,M,11,Huang High School,96,44
340,Alexandra Smith,F,11,Huang High School,80,40
341,Caitlin Hall,F,11,Huang High School,79,53
342,Jose Carlson,M,11,Huang High School,45,57
343,Deborah Macias,F,9,Huang High School,52,89
344,Dwayne Rice,M,11,Huang High School,43,68
345,Matthew Harris,M,10,Huang High School,62,78
346,Eric Bowman,M,9,Huang High School,75,97
347,Samuel Ali,M,9,Huang High School,96,79
348,David Miller,M,12,Huang High School,67,73
349,James Moreno,M,11,Huang High School,47,56
350,Brooke Austin,F,11,Huang High School,83,63
351,Alisha Martin,F,10,Huang High School,97,89
352,Neil Rodriguez,M,10,Huang High School,53,54
353,Gary Williams,M,10,Huang High School,65,57
354,Michael Pittman,M,12,Huang High School,58,65
355,Stephanie Palmer,F,10,Huang High School,97,52
356,Christine Perry,F,11,Huang High School,74,67
357,Suzanne David,F,10,Huang High School,66,60
358,Amber Smith,F,12,Huang High School,49,74
359,Ryan Jones,M,9,Huang High School,83,83
360,Emily Ford,F,9,Huang High School,60,78
361,Kelsey Shea,F,12,Huang High School,60,52
362,Katherine Wallace,F,12,Huang High School,89,61
363,Erica Conway,F,11,Huang High School,72,64
364,Tyler Parker,M,11,Huang High School,70,41
365,Michael Parks,M,9,Huang High School,77,95
366,Elizabeth Hunt,F,12,Huang High School,52,49
367,Grant Jackson,M,11,Huang High School,88,47
368,Daniel Matthews,M,9,Huang High School,74,54
369,Diana Silva,F,9,Huang High School,39,77
370,Frank Garza,M,11,Huang High School,84,52
371,Terri Fischer,F,10,Huang High School,50,94
372,Robert Goodwin,M,12,Huang High School,45,60
373,Bobby Ruiz,M,10,Huang High School,53,96
374,Stephanie Taylor,F,12,Huang High School,85,74
375,Erin Hill,F,10,Huang High School,61,44
376,Erin Cohen,F,10,Huang High School,73,95
377,Jeffrey Morris,M,9,Huang High School,58,81
378,Elizabeth Simpson,F,10,Huang High School,70,76
379,Jennifer Davis,F,11,Huang High School,68,95
380,Rachel Burton,F,9,Huang High School,69,65
381,Joseph Wilkins,M,9,Huang High School,68,76
382,Lawrence Montgomery,M,11,Huang High School,78,96
383,Patricia Howard,F,11,Huang High School,92,40
384,Jessica Hanson,F,11,Huang High School,81,40
385,Donna Dean,F,10,Huang High School,50,74
386,Edwin Reid,M,9,Huang High School,89,73
387,Jodi Brown,F,12,Huang High School,88,76
388,Elizabeth Richard,F,9,Huang High School,52,96
389,Aaron Martinez,M,9,Huang High School,75,65
390,Stephen Fischer,M,9,Huang High School,78,45
391,Diana Reeves,F,11,Huang High School,44,75
392,Jeffrey Eaton,M,10,Huang High School,96,44
393,Evelyn Miller,F,9,Huang High School,76,70
394,Christopher Kidd,M,9,Huang High School,62,67
395,Sarah Adams,F,9,Huang High School,84,45
396,Melinda Nelson,F,12,Huang High School,41,68
397,Kevin Brooks,M,11,Huang High School,55,59
398,John Bowen,M,12,Huang High School,50,55
399,Tracie Abbott,F,12,Huang High School,79,47
400,Allen Foster,M,11,Huang High School,87,95
401,Kathryn Elliott,F,12,Huang High School,69,69
402,Christopher Walker,M,12,Huang High School,93,96
403,Cynthia Martin,F,11,Huang High School,55,86
404,Amanda Bennett,F,11,Huang High School,70,49
405,Dennis Padilla,M,11,Huang High School,71,63
406,Antonio Miller,M,11,Huang High School,94,50
407,Melissa Trevino,F,11,Huang High School,62,40
408,Andrew King,M,10,Huang High School,90,63
409,John Martinez,M,11,Huang High School,70,51
410,Lauren King,F,9,Huang High School,67,75
411,Stephanie Mercado,F,9,Huang High School,93,65
412,William Smith,M,11,Huang High School,70,50
413,Jonathan Marshall,M,12,Huang High School,75,71
414,Luke Lowery MD,M,10,Huang High School,93,48
415,Emily Reynolds,F,9,Huang High School,89,43
416,Kevin Mclean,M,9,Huang High School,80,75
417,Elizabeth Taylor,F,11,Huang High School,84,91
418,Pamela Rivas,F,11,Huang High School,74,42
419,Tammy Martin,F,9,Huang High School,95,56
420,Holly Watkins,F,9,Huang High School,94,48
421,Patrick Chen,M,9,Huang High School,52,63
422,Michelle Griffin,F,10,Huang High School,52,61
423,Theresa Andrews,F,12,Huang High School,65,85
424,Alan Henry,M,9,Huang High School,60,44
425,Larry Hines,M,10,Huang High School,94,52
426,Travis Frazier,M,12,Huang High School,86,61
427,Julie Jones,F,12,Huang High School,56,40
428,Natalie Reynolds,F,10,Huang High School,62,82
429,Jessica Cohen,F,10,Huang High School,89,62
430,Jason Robinson,M,12,Huang High School,49,76
431,Heather Palmer,F,9,Huang High School,84,68
432,Emily Cardenas MD,F,10,Huang High School,82,81
433,Scott Glover,M,12,Huang High School,92,53
434,Jacqueline White,F,12,Huang High School,57,63
435,Mrs. Elizabeth Espinoza DDS,F,9,Huang High School,82,97
436,Toni Porter,F,11,Huang High School,39,96
437,Jennifer Mejia,F,11,Huang High School,78,78
438,Brenda Peterson,F,10,Huang High School,77,75
439,Paul Hamilton,M,9,Huang High School,89,93
440,Patricia Nguyen,F,11,Huang High School,63,88
441,James Ho,M,12,Huang High School,75,69
442,Elizabeth Cohen,F,10,Huang High School,59,74
443,Stephanie Lane,F,9,Huang High School,85,66
444,Dawn Rhodes,F,12,Huang High School,57,42
445,Theresa Robinson,F,10,Huang High School,85,58
446,Breanna Mosley,F,9,Huang High School,90,47
447,Carmen Wilson,F,10,Huang High School,95,40
448,Ian Brown,M,9,Huang High School,76,69
449,Kathleen Matthews,F,11,Huang High School,82,42
450,Bryan Diaz,M,11,Huang High School,42,61
451,Gina Sweeney,F,11,Huang High School,42,56
452,Alan Garcia,M,10,Huang High School,93,53
453,Erik Wheeler,M,10,Huang High School,39,84
454,Stephanie Robles,F,9,Huang High School,70,98
455,Samantha Hanson,F,9,Huang High School,50,44
456,Christopher Williams,M,11,Huang High School,46,63
457,Stephanie Hart,F,12,Huang High School,73,50
458,Mrs. Lisa Becker,F,11,Huang High School,87,87
459,Bianca Johnson,F,9,Huang High School,96,95
460,Amy Steele,F,12,Huang High School,59,96
461,Gina Contreras,F,9,Huang High School,59,62
462,Jaime Alexander,F,10,Huang High School,99,70
463,Kevin Coleman,M,12,Huang High School,78,79
464,Caitlin Williams,F,10,Huang High School,59,79
465,Joseph Lloyd,M,9,Huang High School,42,59
466,Carrie Hernandez,F,11,Huang High School,86,97
467,Mr. Travis Young,M,10,Huang High School,98,63
468,Francis Wright,M,12,Huang High School,49,91
469,Joel Harper,M,9,Huang High School,52,96
470,Eduardo Park,M,9,Huang High School,85,77
471,Melissa Yoder,F,10,Huang High School,57,50
472,Donna Campbell,F,9,Huang High School,94,77
473,Connie Delacruz,F,9,Huang High School,76,93
474,Luis Parker,M,9,Huang High School,97,59
475,Pamela Watts,F,11,Huang High School,44,97
476,Lindsey Mitchell,F,10,Huang High School,98,84
477,Brenda Price,F,10,Huang High School,58,96
478,Joseph Howard,M,10,Huang High School,49,49
479,Amy Evans,F,10,Huang High School,39,59
480,Paula Fernandez DVM,F,9,Huang High School,69,84
481,Amber Cunningham,F,11,Huang High School,41,59
482,Preston Wheeler,M,10,Huang High School,51,74
483,James Lopez,M,9,Huang High School,97,44
484,Chad Drake,M,11,Huang High School,66,74
485,Samuel Blackburn,M,11,Huang High School,53,92
486,Shawn Nielsen,M,9,Huang High School,45,44
487,Eric Perez,M,10,Huang High School,83,93
488,Kevin Montgomery,M,12,Huang High School,88,58
489,Terry Thomas,M,9,Huang High School,72,95
490,Kim Meyer,F,9,Huang High School,54,69
491,Michael Townsend,M,10,Huang High School,68,80
492,Ronnie Rodriguez,M,10,Huang High School,49,96
493,Savannah Smith,F,10,Huang High School,89,91
494,Shane Nguyen,M,10,Huang High School,92,97
495,Michael Brown,M,12,Huang High School,77,39
496,Robert Young,M,9,Huang High School,74,90
497,Daniel Griffin,M,9,Huang High School,83,57
498,James Johnson,M,11,Huang High School,85,96
499,Mary Cox,F,10,Huang High School,60,85
500,Tina Aguirre,F,10,Huang High School,99,74
501,Jillian Mcdonald,F,9,Huang High School,94,62
502,Matthew Branch,M,10,Huang High School,44,76
503,Christopher Jordan,M,11,Huang High School,99,46
504,Victor Mcguire,M,11,Huang High School,44,42
505,Erin Arnold,F,10,Huang High School,99,62
506,Nicholas Wu,M,10,Huang High School,44,81
507,Kristen Wilson,F,12,Huang High School,77,96
508,Morgan Moore,F,10,Huang High School,52,68
509,Stephen Smith,M,9,Huang High School,62,51
510,Jeremy Romero,M,10,Huang High School,98,53
511,Julie Bush,F,9,Huang High School,41,86
512,Brittany Taylor,F,11,Huang High School,79,98
513,James Kim,M,10,Huang High School,89,93
514,Ashley Roberts,F,10,Huang High School,89,93
515,Brandon Johnson,M,10,Huang High School,98,66
516,David Davenport,M,12,Huang High School,83,91
517,Mark Washington,M,9,Huang High School,56,40
518,Alicia Marshall,F,9,Huang High School,51,79
519,Barbara Santana,F,12,Huang High School,47,40
520,Samantha Parker,F,10,Huang High School,58,97
521,Joseph Walters,M,11,Huang High School,97,94
522,Michael Zamora,M,11,Huang High School,77,69
523,Kyle Cobb,M,11,Huang High School,44,70
524,Jill Clark,F,10,Huang High School,99,94
525,Sarah Warren,F,11,Huang High School,68,78
526,Jennifer Robinson,F,10,Huang High School,46,89
527,Patricia Johnson,F,11,Huang High School,76,70
528,Henry Evans,M,10,Huang High School,46,51
529,Alexander Ramsey,M,10,Huang High School,57,85
530,Brandon Stephens,M,10,Huang High School,99,48
531,Jeff Holland,M,9,Huang High School,53,66
532,Samuel Schultz,M,10,Huang High School,66,60
533,Brett Johnson,M,11,Huang High School,81,89
534,Daniel Sherman,M,12,Huang High School,93,56
535,Justin Mccall,M,11,Huang High School,60,89
536,Jonathan Evans,M,9,Huang High School,64,94
537,Jacqueline Kennedy,F,11,Huang High School,68,90
538,Martin Stephenson,M,10,Huang High School,78,43
539,Lindsey Lane,F,9,Huang High School,41,88
540,Jessica Hart,F,10,Huang High School,58,97
541,Edward Lucas,M,10,Huang High School,82,50
542,Lisa Osborne,F,9,Huang High School,55,68
543,Hannah Black,F,9,Huang High School,48,96
544,Alexander Paul,M,9,Huang High School,54,49
545,Brenda Wong,F,12,Huang High School,64,90
546,Thomas Delgado,M,12,Huang High School,46,96
547,Jeremy Sutton,M,9,Huang High School,43,75
548,Paula Donaldson,F,9,Huang High School,48,60
549,Valerie Thompson,F,9,Huang High School,68,64
550,John Schaefer,M,12,Huang High School,45,40
551,Jesus Manning,M,11,Huang High School,72,86
552,Tyrone Lawson,M,10,Huang High School,67,50
553,Carl May,M,10,Huang High School,56,76
554,Brittany Russell,F,12,Huang High School,45,75
555,Philip Edwards,M,9,Huang High School,77,82
556,Robert Aguilar,M,9,Huang High School,65,49
557,Aaron Russo,M,10,Huang High School,52,77
558,Tracy Andrade,M,9,Huang High School,84,40
559,Amy Sullivan,F,12,Huang High School,40,52
560,Howard Beck,M,10,Huang High School,86,66
561,Xavier Bell II,M,11,Huang High School,75,81
562,Dawn Schultz,F,10,Huang High School,99,78
563,Caleb Lucas,M,12,Huang High School,52,75
564,Barbara Gonzalez,F,10,Huang High School,83,51
565,Charles Yang,M,10,Huang High School,91,39
566,David Gallagher,M,12,Huang High School,54,74
567,Bethany Vargas,F,11,Huang High School,74,57
568,Jennifer Schultz,F,12,Huang High School,44,60
569,Paula Marshall,F,9,Huang High School,50,44
